Correct name with authors,Family,Order,Superorder,"Group (Dicot, Monocot, Gymnosperm, Fern)",Sample reference code,"Life cycle habit (annual, biennial, perennial)","Plant growth habit (aquatic, forb, graminoid,  herbaceous vine, liana, shrub, tree)",Nearctic,Neotropic,Palearctic,Afrotropic,Indo-Malay,Australasia,Oceania,Number of Biogeographic Realms,Tropical and Subtropical Moist Broadleaf Forests,Tropical and Subtropical Dry Broadleaf Forests,Tropical and Subtropical Coniferous Forests,Temperate Broadleaf and Mixed Forests,Temperate Coniferous Forests,Boreal Forests/Taiga,"Tropical and Subtropical Grasslands, Savannas, and Shrublands","Temperate Grasslands, Savannas, and Shrublands",Flooded Grasslands and Savannas,Montane Grasslands and Shrublands,Tundra,"Mediterranean Forests, Woodlands, and Scrub",Deserts and Xeric Shrublands,Mangroves,Number of Biomes,C (%),S (%),R (%)
Inga sapindoides Willd.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,66.32,25.71,7.98
Inga spectabilis (Vahl) Willd.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,73.58,23.12,3.30
Inga thibaudiana DC.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,58.15,34.09,7.76
Inga umbellifera (Vahl) Steud.,Fabaceae,Fabales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,55.58,35.56,8.85
Inula britannica L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,50.06,0.00,49.94
Inula helenium L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,84.09,9.25,6.66
Inula hirta L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,18.17,64.97,16.86
Inula salicina L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,21.85,33.49,44.65
Ipomopsis aggregata (Pursh) V.E. Grant,Polemoniaceae,Ericales,Asteranae,Dicot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,45.35,0.00,54.65
Ipomopsis multiflora (Nutt.) V.E. Grant,Polemoniaceae,Ericales,Asteranae,Dicot,Laughlin,perennial,shrub,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5.36,34.98,59.66
Iris foetidissima L. ,Iridaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,60.73,37.78,1.49
Iris graminea L.,Iridaceae,Asparagales,Lilianae,Monocot,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,54.65,33.38,11.97
Iris missouriensis Nutt.,Iridaceae,Asparagales,Lilianae,Monocot,Laughlin,perennial,forb,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4,48.90,51.10,0.00
Iris pseudacorus L.,Iridaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,81.90,4.25,13.85
Iris sibirica L.,Iridaceae,Asparagales,Lilianae,Monocot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,36.50,38.49,25.01
Isatis tinctoria L.,Brassicaceae,Brassicales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,4,57.83,0.00,42.17
Ischaemum afrum (J.F. Gmel.) Dandy,Poaceae,Poales,Lilianae,Monocot,Buffa/Nyakunga,perennial,graminoid,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,5,14.91,76.86,8.23
Isopyrum biternatum (Raf.) Torr. & A. Gray ,Ranunculaceae,Ranunculales,Ranunculanae,Dicot,Weiher,perennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,18.23,9.97,71.80
Iva xanthiifolia Nutt.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,annual,forb,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,71.29,0.22,28.49
Ixonanthes icosandra W.D.Jacks.  ,Ixonanthaceae,Malpighiales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.86,75.12,2.02
Ixora lobbii Loudon  ,Rubiaceae,Gentianales,Asteranae,Dicot,SJ Wright Pasoh,perennial,shrub,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.77,56.23,0.00
Jacaranda copaia (Aubl.) D. Don,Bignoniaceae,Lamiales,Asteranae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,75.38,20.59,4.03
Jacaranda racemosa Cham.,Bignoniaceae,Lamiales,Asteranae,Dicot,Negreiros,perennial,shrub,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.61,72.14,4.24
Jasione montana L.,Campanulaceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,49.45,50.55
Juglans regia L.,Juglandaceae,Fagales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5,73.16,21.45,5.40
Juncus alpinoarticulatus Chaix,Juncaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,6.32,31.03,62.66
Juncus alpinus Vill.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,0,5,4.90,68.10,27.00
Juncus articulatus L.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,0,1,0,1,0,0,3,1,0,1,1,1,1,0,1,0,1,0,1,1,0,9,15.80,64.95,19.25
Juncus atratus Krock.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,33.81,58.66,7.53
Juncus biglumis L.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0.00,67.44,32.56
Juncus bulbosus L.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,aquatic,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,5.27,50.16,44.58
Juncus castaneus Sm.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,4,13.42,61.19,25.39
Juncus conglomeratus L.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,6,19.93,80.07,0.00
Juncus effusus L.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,1,1,1,1,0,0,5,1,1,1,1,1,1,0,1,0,0,1,1,0,0,9,38.48,61.52,0.00
Juncus filiformis L.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,23.03,76.80,0.18
Juncus gerardi Loisel.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,4,9.38,67.98,22.63
Juncus inflexus L.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5,32.56,67.44,0.00
Juncus jacquinii L.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.39,87.61,0.00
Juncus maritimus Lam.,Juncaceae,Poales,Lilianae,Monocot,Díaz,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,25.91,74.09,0.00
Juncus minutulus (Albert & Jahand.) Prain,Juncaceae,Poales,Lilianae,Monocot,Kleyer,annual,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0.00,55.50,44.50
Juncus ranarius Nees,Juncaceae,Poales,Lilianae,Monocot,Kleyer,annual,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0.00,25.94,74.06
Juncus sphaerocarpus Nees,Juncaceae,Poales,Lilianae,Monocot,Kleyer,annual,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0.14,59.70,40.16
Juncus squarrosus L.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,3.88,96.12,0.00
Juncus subnodulosus Schrank,Juncaceae,Poales,Lilianae,Monocot,Wright,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,71.54,28.46,0.00
Juncus tenageia Ehrh. ex L. f.,Juncaceae,Poales,Lilianae,Monocot,Kleyer,annual,aquatic,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2.02,0.00,97.98
Juncus tenuis Willd.,Juncaceae,Poales,Lilianae,Monocot,Cerabolini,perennial,graminoid,1,1,0,0,0,0,0,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,10,6.68,65.77,27.55
Juncus trifidus L. trifidus,Juncaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,5.78,94.22,0.00
Juniperus communis L.,Cupressaceae,Cupressales,,Gymnosperm,Soudzilovskaia,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,1,0,8,0.00,86.61,13.39
Juniperus oxycedrus L. oxycedrus,Cupressaceae,Cupressales,,Gymnosperm,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,5,1.29,85.51,13.21
Juniperus virginiana L.,Cupressaceae,Cupressales,,Gymnosperm,Weiher,perennial,tree,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,5,4.92,95.08,0.00
Jurinea cyanoides Rchb.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.12,54.88,0.00
Justicia graciliflora (Standl.) D.N. Gibson,Acanthaceae,Lamiales,Asteranae,Dicot,Wright,perennial,liana,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.73,20.15,32.12
Kalmia angustifolia L.,Ericaceae,Ericales,Asteranae,Dicot,Shipley,perennial,shrub,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,10.02,89.98,0.00
"Kalmia procumbens (L.) Gift, Kron, & Stevens ex Galasso, Banfi & F. Conti",Ericaceae,Ericales,Asteranae,Dicot,Cerabolini/Pierce,perennial,shrub,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,0.00,100.00,0.00
Kemulariella caucasica Tamansch.,Asteraceae,Asterales,Asteranae,Dicot,Soudzilovskaia,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,25.67,28.26,46.07
Kernera saxatilis (L.) Rchb. saxatilis (L.) R. Sweet,Brassicaceae,Brassicales,Rosanae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0.51,0.00,99.49
Kerria japonica (L.) DC.,Rosaceae,Rosales,Rosanae,Dicot,Cerabolini,perennial,shrub,0,0,1,0,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,27.87,39.08,33.05
Kickxia spuria (L.) Dumort.,Plantaginaceae,Lamiales,Asteranae,Dicot,Díaz,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,5,34.00,7.60,58.40
Knautia arvensis (L.) Coult.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,70.27,5.66,24.07
Knautia drymeia Heuff.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,57.10,0.00,42.90
Knautia transalpina (Christ) Dalla Torre,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,67.08,8.60,24.31
Knautia velutina Briq.,Caprifoliaceae,Dipsacales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,68.98,0.00,31.02
Knema furfuracea (Hook. f. & Thomson) Warb.  ,Myristicaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.16,46.17,6.67
Knema laurina Warb.   ,Myristicaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.59,63.41,0.00
Knema patentinervia (J.Sinclair) W.J.de Wilde  ,Myristicaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.18,33.82,0.00
Knema scortechinii J. Sincl.  ,Myristicaceae,Magnoliales,Magnolianae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38.85,52.86,8.29
Kobresia myosuroides (Vill.) Fiori,Cyperaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,1,1,1,0,0,7,5.09,94.91,0.00
Koeleria cristata (L.) Roem. & Schult.,Poaceae,Poales,Lilianae,Monocot,Cerabolini/Pierce,perennial,graminoid,1,0,1,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,1,1,0,7,26.49,53.18,20.33
Koeleria glauca (Spreng.) DC.,Poaceae,Poales,Lilianae,Monocot,Kleyer,perennial,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,8.17,78.90,12.93
Koeleria macrantha (Ledeb.) Schult.,Poaceae,Poales,Lilianae,Monocot,Weiher,perennial,graminoid,1,1,1,0,0,0,0,3,0,0,1,1,1,1,0,1,0,1,0,1,0,0,7,14.21,72.85,12.95
Laburnum alpinum (Mill.) Bercht. & J. Presl,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,41.08,40.05,18.87
Laburnum anagyroides Medik. anagyroides,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,42.03,28.41,29.56
Lacistema aggregatum (P.J. Bergius) Rusby,Lacistemataceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,42.53,32.30,25.17
Lacmellea panamensis (Woodson) Markgr.,Apocynaceae,Gentianales,Asteranae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.43,49.34,17.23
Lactuca alpina (L.) A. Gray,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,68.58,0.00,31.42
Lactuca canadensis L.,Asteraceae,Asterales,Asteranae,Dicot,Weiher,biennial,forb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,43.48,12.60,43.92
Lactuca perennis L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,55.15,0.00,44.85
Lactuca serriola L.,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,biennial,forb,0,0,1,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,1,0,6,57.86,9.36,32.78
Lactuca tatarica (L.) C.A. Mey.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,52.54,0.00,47.46
Lactuca virosa L.,Asteraceae,Asterales,Asteranae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,65.23,3.17,31.60
Laennecia schiedeana (Less.) G.L. Nesom,Asteraceae,Asterales,Asteranae,Dicot,Laughlin,annual,forb,1,1,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,5,21.15,5.45,73.40
Laetia procera (Poepp.) Eichler,Salicaceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.46,47.49,12.05
Laetia thamnia L.,Salicaceae,Malpighiales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,33.36,49.96,16.69
Lafoensia punicifolia DC.,Lythraceae,Myrtales,Rosanae,Dicot,Wright,perennial,tree,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,26.64,69.63,3.73
Lagenocarpus alboniger (A.St.-Hil.) C.B.Clarke,Cyperaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17.56,82.44,0.00
Lagenocarpus tenuifolius (Boeck.) C.B.Clarke,Cyperaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.15,87.85,0.00
Lagenocarpus velutinus Nees,Cyperaceae,Poales,Lilianae,Monocot,Negreiros,perennial,graminoid,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.43,75.57,0.00
Lagurus ovatus L.,Poaceae,Poales,Lilianae,Monocot,Cerabolini,annual,graminoid,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,14.58,16.73,68.69
Lamiastrum galeobdolon (L.) Ehrend. & Polatschek,Lamiaceae,Lamiales,Asteranae,Dicot,Díaz,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,28.54,37.36,34.10
Lamium album L. album,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,0,5,29.26,9.75,60.99
Lamium amplexicaule L.,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,biennial,forb,0,0,1,0,1,0,0,2,1,0,0,1,1,1,0,1,0,1,1,1,1,0,9,8.95,0.00,91.05
Lamium galeobdolon L.,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,40.00,0.00,60.00
Lamium maculatum L.,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,19.98,33.23,46.79
Lamium purpureum L.,Lamiaceae,Lamiales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,5,22.34,19.71,57.94
Lansium domesticum Corrêa  ,Meliaceae,Sapindales,Rosanae,Dicot,SJ Wright Pasoh,perennial,tree,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.82,52.18,0.00
Lantana camara L.,Verbenaceae,Lamiales,Asteranae,Dicot,Pinho,perennial,shrub,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,4,34.54,46.42,19.04
Laphangium luteoalbum (L.) Tzvelev,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,1,1,1,0,4,1,1,0,1,0,0,1,1,1,1,0,1,1,0,9,9.66,0.00,90.34
Lappula deflexa (Wahlenb.) Caruel,Boraginaceae,Boraginales,Asteranae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,4,51.34,0.00,48.66
Lappula squarrosa (Retz.) Dumort.,Boraginaceae,Boraginales,Asteranae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,4,28.42,0.00,71.58
Lapsana communis L. communis,Asteraceae,Asterales,Asteranae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,48.17,1.59,50.24
Larix decidua Mill.,Pinaceae,Pinales,,Gymnosperm,Cornelissen,perennial,tree,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.00,99.16,0.84
Larrea divaricata Cav.,Zygophyllaceae,Zygophyllales,Rosanae,Dicot,Díaz,perennial,shrub,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,4,1.02,98.98,0.00
Laserpitium halleri Crantz halleri,Apiaceae,Apiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,70.21,24.79,5.00
Laserpitium latifolium L.,Apiaceae,Apiales,Asteranae,Dicot,Cerabolini,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,4,81.73,6.22,12.05
Laserpitium nitidum Zanted.,Apiaceae,Apiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,61.00,25.33,13.67
Laserpitium prutenicum L.,Apiaceae,Apiales,Asteranae,Dicot,Kleyer,biennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,59.71,23.34,16.95
Laserpitium siler L. ,Apiaceae,Apiales,Asteranae,Dicot,Cerabolini/Pierce,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,60.62,32.81,6.57
Lathyrus cicera L.,Fabaceae,Fabales,Rosanae,Dicot,Díaz,annual,herbaceous vine,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,5,20.40,42.18,37.42
Lathyrus heterophyllus L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,perennial,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,53.98,19.13,26.89
Lathyrus hirsutus L.,Fabaceae,Fabales,Rosanae,Dicot,Cerabolini/Pierce,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,6,23.21,25.27,51.53
Lathyrus nissolia L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,forb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,37.20,23.19,39.61
Lathyrus odoratus L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,annual,herbaceous vine,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38.27,19.71,42.02
Lathyrus palustris L.,Fabaceae,Fabales,Rosanae,Dicot,Kleyer,perennial,herbaceous vine,1,0,1,0,0,0,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,6,44.15,1.11,54.74
